line,page,dates,month,day,year,time,plot,mass,svl,tl,sex,gravid,group,clutch,color,recap,mark,id,damage
1651,54,11/15/08,11,15,2008,N,9,0.807,39,65,Y,N,Y,NA,R,NA,NA,1179,Y
2036,66,5/7/09,5,7,2009,N,4,0.813,39,70,Y,N,Y,NA,R,NA,NA,1510,Y
861,27,6/20/08,6,20,2008,N,5,0.814,39,66,Y,N,Y,NA,R,NA,NA,651,Y
1062,33,9/9/08,9,9,2008,N,3,0.818,39,74,Y,N,Y,NA,R,NA,NA,NA,N
1088,34,9/9/08,9,9,2008,N,7,0.823,39,74,Y,N,Y,NA,R,NA,NA,NA,N
626,20,6/6/08,6,6,2008,D,4,0.825,39,66,Y,N,Y,NA,R,NA,NA,421,Y
310,10,5/31/08,5,31,2008,N,7,0.827,39,68,Y,N,Y,NA,R,NA,NA,147,N
381,13,5/31/08,5,31,2008,N,4,0.839,39,70,Y,N,Y,NA,R,NA,NA,NA,Y
781,25,6/16/08,6,16,2008,N,7,0.843,39,69,Y,N,Y,NA,R,NA,NA,572,N
1382,45,10/9/08,10,9,2008,N,5,0.856,39,78,Y,N,Y,NA,R,NA,NA,NA,N
440,14,6/4/08,6,4,2008,N,4,0.858,39,70,Y,N,Y,NA,R,NA,NA,241,N
865,27,6/20/08,6,20,2008,N,5,0.86,39,72,Y,N,Y,NA,R,NA,NA,655,Y
790,25,6/16/08,6,16,2008,N,4,0.863,39,66,Y,N,Y,NA,R,NA,NA,581,Y
1156,37,9/12/08,9,12,2008,N,8,0.89,39,77,Y,N,Y,NA,R,NA,NA,NA,N
847,27,6/17/08,6,17,2008,N,4,0.926,39,68,Y,N,Y,NA,R,NA,NA,637,Y
570,18,6/5/08,6,5,2008,N,5,0.512,40,61,Y,N,Y,NA,R,NA,NA,367,N
96,4,5/21/08,5,21,2008,N,4,0.55,40,63,Y,N,Y,NA,R,NA,NA,NA,N
1874,61,4/22/09,4,22,2009,N,5,0.552,40,70,Y,N,Y,NA,R,NA,NA,1408,N
171,6,5/22/08,5,22,2008,N,9,0.582,40,76,Y,N,Y,NA,R,NA,NA,17,N
2231,72,5/14/09,5,14,2009,N,5,0.59,40,68,Y,N,Y,NA,R,NA,NA,1559,Y
695,22,6/9/08,6,9,2008,N,3,0.603,40,72,Y,N,Y,NA,R,NA,NA,488,N
1919,62,4/22/09,4,22,2009,N,9,0.609,40,75,Y,N,Y,NA,R,NA,NA,NA,N
136,5,5/21/08,5,21,2008,N,5,0.616,40,59,Y,N,Y,NA,R,NA,NA,NA,Y
2098,68,5/7/09,5,7,2009,N,9,0.619,40,72,Y,N,Y,NA,L,NA,NA,NA,N
3163,100,5/27/09,5,27,2009,N,T1,0.633,40,62,Y,N,Y,NA,R,N,NA,1626,Y
3013,96,5/18/11,5,18,2011,N,9,0.642,40,51,Y,N,Y,NA,R,N,NA,2270,Y
28,1,5/17/08,5,17,2008,D,4,0.647,40,75,Y,N,Y,NA,R,NA,NA,NA,N
2168,70,5/9/09,5,9,2009,N,9,0.648,40,59,Y,N,Y,NA,R,NA,NA,NA,Y
3139,100,5/14/09,5,14,2009,N,T1,0.65,40,77,Y,N,Y,NA,R,N,NA,1585,N
2449,76,5/29/09,5,29,2009,N,5,0.657,40,70,Y,N,Y,NA,R,NA,NA,NA,Y
2115,68,5/7/09,5,7,2009,N,3,0.659,40,75,Y,N,Y,NA,R,NA,NA,NA,N
1975,64,5/5/09,5,5,2009,N,5,0.662,40,68,Y,N,Y,NA,R,NA,NA,1421,Y
40,2,5/17/08,5,17,2008,D,3,0.662,40,64,Y,N,Y,NA,R,NA,NA,NA,N
2282,73,5/27/09,5,27,2009,N,7,0.663,40,64,Y,N,Y,NA,R,NA,NA,1637,Y
914,29,6/23/08,6,23,2008,N,9,0.666,40,69,Y,N,Y,NA,R,NA,NA,704,Y
3054,97,5/20/11,5,20,2011,N,4,0.668,40,72,Y,N,Y,NA,R,N,NA,2330,N
208,7,5/23/08,5,23,2008,N,9,0.669,40,70,Y,N,Y,NA,R,NA,NA,53,N
2384,77,5/29/09,5,29,2009,N,9,0.672,40,64,Y,N,Y,NA,R,NA,NA,1738,Y
1911,62,4/22/09,4,22,2009,N,9,0.674,40,75,Y,N,Y,NA,R,NA,NA,NA,N
1768,58,4/21/09,4,21,2009,N,4,0.676,40,68,Y,N,Y,NA,R,NA,NA,1296,Y
2800,89,5/4/11,5,4,2011,N,9,0.677,40,65,Y,N,Y,NA,R,N,NA,2057,Y
2546,82,6/23/09,6,23,2009,N,7,0.678,40,70,Y,N,Y,NA,R,NA,NA,1907,N
627,20,6/6/08,6,6,2008,D,4,0.679,40,46,Y,N,Y,NA,R,NA,NA,422,Y
1,1,5/17/08,5,17,2008,N,7,0.68,40,72,Y,N,Y,NA,R,NA,NA,NA,N
3143,100,5/14/09,5,14,2009,N,T1,0.681,40,75,Y,N,Y,NA,R,N,NA,1589,N
1619,53,11/8/08,11,8,2008,N,4,0.682,40,69,Y,N,Y,NA,R,NA,NA,NA,Y
1574,51,11/8/08,11,8,2008,N,9,0.683,40,60,Y,N,Y,NA,L,NA,NA,NA,Y
2612,84,6/14/09,6,14,2009,N,5,0.685,40,71,Y,N,Y,NA,R,NA,NA,1860,N
2174,70,5/9/09,5,9,2009,N,9,0.687,40,70,Y,N,Y,NA,R,NA,NA,NA,Y
353,12,5/31/08,5,31,2008,N,3,0.69,40,75,Y,N,Y,NA,L,NA,NA,180,N
2673,86,7/2/09,7,2,2009,N,9,0.7,40,69,Y,N,Y,NA,R,NA,NA,NA,Y
947,30,7/18/08,7,18,2008,N,4,0.701,40,66,Y,N,Y,NA,R,NA,NA,737,Y
120,4,5/21/08,5,21,2008,N,7,0.702,40,61,Y,N,Y,NA,R,NA,NA,NA,Y
629,20,6/6/08,6,6,2008,D,4,0.707,40,65,Y,N,Y,NA,R,NA,NA,424,N
1680,55,11/15/08,11,15,2008,N,7,0.707,40,69,Y,N,Y,NA,R,NA,NA,1208,N
5,1,5/17/08,5,17,2008,N,7,0.708,40,75,Y,N,Y,NA,R,NA,NA,NA,N
1746,57,4/21/09,4,21,2009,N,9,0.709,40,76,Y,N,Y,NA,R,NA,NA,1274,N
88,3,5/21/08,5,21,2008,N,9,0.709,40,71,Y,N,Y,NA,R,NA,NA,NA,N
2038,66,5/7/09,5,7,2009,N,4,0.71,40,79,Y,N,Y,NA,R,NA,NA,1512,N
1934,63,4/22/09,4,22,2009,N,7,0.711,40,64,Y,N,Y,NA,R,NA,NA,NA,Y
2824,90,5/4/11,5,4,2011,N,4,0.712,40,58,Y,N,Y,NA,R,N,NA,2081,Y
2946,94,5/15/11,5,15,2011,N,7,0.715,40,59,Y,N,Y,NA,R,N,NA,2203,Y
2999,95,5/17/11,5,17,2011,N,4,0.715,40,73,Y,N,Y,NA,R,N,NA,2256,N
2071,67,5/7/09,5,7,2009,N,1,0.718,40,59,Y,N,Y,NA,R,NA,NA,1483,Y
3107,99,5/23/11,5,23,2011,N,9,0.719,40,76,Y,N,Y,NA,R,N,NA,2383,N
1416,46,10/16/08,10,16,2008,N,7,0.721,40,75,Y,N,Y,NA,R,NA,NA,1026,N
2414,78,5/29/09,5,29,2009,N,7,0.724,40,61,Y,N,Y,NA,R,NA,NA,1788,Y
3202,102,5/23/11,5,23,2011,N,5,0.725,40,64,Y,N,Y,NA,R,N,NA,2418,Y
2676,86,7/2/09,7,2,2009,N,9,0.728,40,72,Y,N,Y,NA,R,NA,NA,NA,Y
1270,41,9/27/08,9,27,2008,N,5,0.731,40,69,Y,N,Y,NA,R,NA,NA,NA,N
559,18,6/5/08,6,5,2008,N,7,0.732,40,71,Y,N,Y,NA,R,NA,NA,356,Y
668,21,6/6/08,6,6,2008,N,7,0.736,40,65,Y,N,Y,NA,R,NA,NA,461,Y
2171,70,5/9/09,5,9,2009,N,9,0.737,40,67,Y,N,Y,NA,R,NA,NA,NA,Y
1040,33,9/6/08,9,6,2008,N,3,0.738,40,76,Y,N,Y,NA,R,NA,NA,NA,N
2614,84,6/14/09,6,14,2009,N,5,0.739,40,68,Y,N,Y,NA,R,NA,NA,1862,Y
2318,74,5/28/09,5,28,2009,N,3,0.74,40,74,Y,N,Y,NA,R,NA,NA,NA,N
1449,47,10/28/08,10,28,2008,N,9,0.742,40,74,Y,N,Y,NA,R,NA,NA,1067,N
3108,99,5/23/11,5,23,2011,N,9,0.744,40,73,Y,N,Y,NA,R,N,NA,2384,N
985,31,7/31/08,7,31,2008,N,9,0.746,40,73,Y,N,Y,NA,R,NA,NA,775,N
1473,48,11/1/08,11,1,2008,D,Off,0.747,40,69,Y,N,Y,NA,R,NA,NA,1052,N
1597,52,11/8/08,11,8,2008,N,3,0.748,40,71,Y,N,Y,NA,R,NA,NA,NA,Y
2859,91,5/7/11,5,7,2011,N,9,0.755,40,70,Y,N,Y,NA,R,Y,ORGO,2116,Y
750,24,6/15/08,6,15,2008,N,9,0.755,40,71,Y,N,Y,NA,R,NA,NA,541,N
765,24,6/15/08,6,15,2008,N,4,0.758,40,71,Y,N,Y,NA,R,NA,NA,556,N
1386,45,10/9/08,10,9,2008,N,5,0.76,40,68,Y,N,Y,NA,R,NA,NA,NA,Y
3371,107,6/22/11,6,22,2011,N,4,0.763,40,77,Y,N,Y,NA,R,N,NA,2587,N
1987,64,5/5/09,5,5,2009,N,5,0.764,40,80,Y,N,Y,NA,R,NA,NA,1433,N
3119,99,5/23/11,5,23,2011,N,4,0.765,40,70,Y,N,Y,NA,R,N,NA,2395,N
579,19,6/5/08,6,5,2008,N,3,0.767,40,70,Y,N,Y,NA,R,NA,NA,376,Y
1078,34,9/9/08,9,9,2008,N,7,0.768,40,70,Y,N,Y,NA,R,NA,NA,NA,N
2179,70,5/9/09,5,9,2009,N,3,0.772,40,69,Y,N,Y,NA,R,NA,NA,NA,N
576,18,6/5/08,6,5,2008,N,5,0.773,40,83,Y,N,Y,NA,R,NA,NA,373,N
2801,89,5/4/11,5,4,2011,N,9,0.774,40,76,Y,N,Y,NA,R,Y,RXOO,2058,N
3290,104,6/9/11,6,9,2011,N,7,0.775,40,67,Y,N,Y,NA,R,N,NA,2506,Y
528,17,6/5/08,6,5,2008,N,4,0.775,40,73,Y,N,Y,NA,R,NA,NA,336,N
1429,46,10/16/08,10,16,2008,N,9,0.775,40,72,Y,N,Y,NA,R,NA,NA,1039,N
2811,90,5/4/11,5,4,2011,N,4,0.778,40,70,Y,N,Y,NA,R,N,NA,2068,N
829,26,6/17/08,6,17,2008,N,5,0.779,40,70,Y,N,Y,NA,R,NA,NA,620,N
2975,95,5/17/11,5,17,2011,N,5,0.78,40,78,Y,N,Y,NA,R,N,NA,2232,N
2286,73,5/27/09,5,27,2009,N,9,0.784,40,69,Y,N,Y,NA,R,NA,NA,1641,Y
3281,104,6/9/11,6,9,2011,N,3,0.784,40,75,Y,N,Y,NA,R,N,NA,2497,N
1713,56,4/21/09,4,21,2009,N,3,0.784,40,80,Y,N,Y,NA,R,NA,NA,1241,N
3238,103,6/9/11,6,9,2011,N,9,0.785,40,67,Y,N,Y,NA,R,N,NA,2454,Y
2911,93,5/15/11,5,15,2011,N,3,0.788,40,73,Y,N,Y,NA,R,N,NA,2168,Y
3032,96,5/20/11,5,20,2011,N,7,0.793,40,66,Y,N,Y,NA,R,N,NA,2308,Y
892,28,6/20/08,6,20,2008,N,3,0.793,40,76,Y,N,Y,NA,R,NA,NA,682,N
2551,82,6/23/09,6,23,2009,N,3,0.794,40,75,Y,N,Y,NA,R,NA,NA,1912,N
3004,95,5/18/11,5,18,2011,N,4,0.796,40,76,Y,N,Y,NA,R,N,NA,2261,N
2563,83,6/12/09,6,12,2009,N,5,0.796,40,73,Y,N,Y,NA,R,NA,NA,NA,N
2511,81,6/9/09,6,9,2009,N,9,0.797,40,70,Y,N,Y,NA,R,NA,NA,NA,N
893,28,6/22/08,6,22,2008,N,9,0.799,40,67,Y,N,Y,NA,R,NA,NA,683,Y
3033,96,5/20/11,5,20,2011,N,7,0.8,40,69,Y,N,Y,NA,R,N,NA,2309,Y
2519,81,6/9/09,6,9,2009,N,5,0.8,40,78,Y,N,Y,NA,R,NA,NA,NA,N
3216,102,6/9/11,6,9,2011,N,T1,0.802,40,73,Y,N,Y,NA,R,N,NA,2432,Y
459,15,6/4/08,6,4,2008,N,4,0.803,40,62,Y,N,Y,NA,R,NA,NA,259,Y
1481,49,11/1/08,11,1,2008,D,3,0.805,40,78,Y,N,Y,NA,R,NA,NA,1078,N
1160,37,9/12/08,9,12,2008,N,4,0.807,40,73,Y,N,Y,NA,R,NA,NA,NA,N
842,27,6/17/08,6,17,2008,N,4,0.812,40,67,Y,N,Y,NA,R,NA,NA,633,Y
789,25,6/16/08,6,16,2008,N,4,0.817,40,67,Y,N,Y,NA,R,NA,NA,580,N
507,16,6/4/08,6,4,2008,N,3,0.818,40,71,Y,N,Y,NA,R,NA,NA,315,Y
1351,44,10/9/08,10,9,2008,N,4,0.819,40,72,Y,N,Y,NA,R,NA,NA,NA,N
3305,105,6/9/11,6,9,2011,N,4,0.823,40,74,Y,N,Y,NA,R,N,NA,2521,Y
885,28,6/20/08,6,20,2008,N,9,0.824,40,78,Y,N,Y,NA,R,NA,NA,675,N
323,11,5/31/08,5,31,2008,N,7,0.827,40,72,Y,N,Y,NA,R,NA,NA,159,Y
664,21,6/6/08,6,6,2008,N,7,0.827,40,61,Y,N,Y,NA,R,NA,NA,457,N
2849,91,5/7/11,5,7,2011,N,9,0.828,40,80,Y,N,Y,NA,R,N,NA,2106,N
840,26,6/17/08,6,17,2008,N,4,0.829,40,71,Y,N,Y,NA,R,NA,NA,631,N
1443,47,10/28/08,10,28,2008,N,7,0.829,40,75,Y,N,Y,NA,R,NA,NA,1114,N
881,28,6/20/08,6,20,2008,N,9,0.831,40,73,Y,N,Y,NA,R,NA,NA,671,N
1126,36,9/9/08,9,9,2008,N,9,0.831,40,76,Y,N,Y,NA,R,NA,NA,NA,N
615,20,6/5/08,6,5,2008,N,9,0.833,40,64,Y,N,Y,NA,R,NA,NA,411,Y
3292,104,6/9/11,6,9,2011,N,7,0.838,40,79,Y,N,Y,NA,R,N,NA,2508,N
1079,34,9/9/08,9,9,2008,N,7,0.84,40,72,Y,N,Y,NA,R,NA,NA,NA,Y
733,23,6/15/08,6,15,2008,N,9,0.841,40,74,Y,N,Y,NA,R,NA,NA,530,Y
962,30,7/18/08,7,18,2008,N,3,0.841,40,79,Y,N,Y,NA,R,NA,NA,752,N
2092,67,5/7/09,5,7,2009,N,4,0.842,40,69,Y,N,Y,NA,R,NA,NA,1499,Y
512,17,6/4/08,6,4,2008,N,3,0.847,40,60,Y,N,Y,NA,R,NA,NA,320,N
2515,81,6/9/09,6,9,2009,N,9,0.85,40,71,Y,N,Y,NA,R,NA,NA,1825,Y
569,18,6/5/08,6,5,2008,N,5,0.855,40,70,Y,N,Y,NA,R,NA,NA,366,Y
630,20,6/6/08,6,6,2008,D,4,0.861,40,71,Y,N,Y,NA,R,NA,NA,425,Y
3339,106,6/9/11,6,9,2011,N,5,0.861,40,75,Y,N,Y,NA,R,N,NA,2555,Y
697,22,6/10/08,6,10,2008,N,9,0.863,40,69,Y,N,Y,NA,R,NA,NA,490,Y
1708,56,4/21/09,4,21,2009,N,3,0.868,40,75,Y,N,Y,NA,R,NA,NA,1236,N
1327,43,10/1/08,10,1,2008,N,7,0.878,40,66,Y,N,Y,NA,R,NA,NA,NA,N
1659,54,11/15/08,11,15,2008,N,9,0.88,40,76,Y,N,Y,NA,R,NA,NA,1187,N
1060,33,9/9/08,9,9,2008,N,3,0.881,40,79,Y,N,Y,NA,R,NA,NA,NA,N
3088,98,5/20/11,5,20,2011,N,5,0.9,40,78,Y,N,Y,NA,R,N,NA,2364,N
804,25,6/17/08,6,17,2008,N,9,0.901,40,75,Y,N,Y,NA,R,NA,NA,595,Y
823,26,6/17/08,6,17,2008,N,7,0.907,40,69,Y,N,Y,NA,R,NA,NA,614,Y
3110,99,5/23/11,5,23,2011,N,3,0.908,40,76,Y,N,Y,NA,R,N,NA,2386,N
441,14,6/4/08,6,4,2008,N,4,0.908,40,77,Y,N,Y,NA,R,NA,NA,242,N
927,29,6/26/08,6,26,2008,N,7,0.916,40,74,Y,N,Y,NA,R,NA,NA,717,Y
2134,69,5/9/09,5,9,2009,N,7,0.919,40,73,Y,N,Y,NA,R,NA,NA,NA,Y
3357,106,6/9/11,6,9,2011,N,5,0.92,40,70,Y,N,Y,NA,R,N,NA,2573,Y
825,26,6/17/08,6,17,2008,N,7,0.93,40,74,Y,N,Y,NA,R,NA,NA,616,N
1132,36,9/9/08,9,9,2008,N,4,0.941,40,63,Y,N,Y,NA,R,NA,NA,NA,Y
344,11,5/31/08,5,31,2008,N,4,0.953,40,71,Y,N,Y,NA,R,NA,NA,NA,Y
275,9,5/31/08,5,31,2008,N,9,0.954,40,70,Y,N,Y,NA,R,NA,NA,115,N
229,8,5/27/08,5,27,2008,N,3,0.973,40,76,Y,N,Y,NA,R,NA,NA,72,N
578,19,6/5/08,6,5,2008,N,5,0.987,40,75,Y,N,Y,NA,R,NA,NA,375,N
1871,61,4/22/09,4,22,2009,N,5,0.586,41,51,Y,N,Y,NA,R,NA,NA,1405,Y
2119,68,5/7/09,5,7,2009,N,3,0.589,41,61,Y,N,Y,NA,R,NA,NA,NA,Y
2583,83,6/12/09,6,12,2009,N,4,0.611,41,70,Y,N,Y,NA,R,NA,NA,NA,Y
1881,61,4/22/09,4,22,2009,N,3,0.621,41,67,Y,N,Y,NA,R,NA,NA,NA,Y
2658,86,6/19/09,6,19,2009,N,5,0.632,41,74,Y,N,Y,NA,R,NA,NA,NA,N
771,24,6/16/08,6,16,2008,N,9,0.635,41,49,Y,N,Y,NA,R,NA,NA,562,Y
1702,56,4/6/09,4,6,2009,N,5,0.636,41,59,Y,N,Y,NA,R,NA,NA,1230,Y
1483,49,11/1/08,11,1,2008,D,3,0.641,41,58,Y,N,Y,NA,R,NA,NA,1081,Y
525,17,6/5/08,6,5,2008,N,4,0.646,41,71,Y,N,Y,NA,R,NA,NA,333,N
2810,90,5/4/11,5,4,2011,N,4,0.657,41,43,Y,N,Y,NA,R,N,NA,2067,Y
306,10,5/31/08,5,31,2008,N,7,0.658,41,67,Y,N,Y,NA,R,NA,NA,142,N
189,7,5/22/08,5,22,2008,D,3,0.661,41,66,Y,N,Y,NA,R,NA,NA,34,Y
2732,87,10/24/09,10,24,2009,N,T,0.671,41,71,Y,N,Y,NA,R,NA,NA,2029,N
2688,87,8/22/09,8,22,2009,N,5,0.673,41,58,Y,N,Y,NA,R,NA,NA,1985,Y
1999,65,5/5/09,5,5,2009,N,3,0.673,41,72,Y,N,Y,NA,R,NA,NA,1445,N
282,9,5/31/08,5,31,2008,N,9,0.674,41,66,Y,N,Y,NA,R,NA,NA,121,N
1709,56,4/21/09,4,21,2009,N,3,0.676,41,70,Y,N,Y,NA,R,NA,NA,1237,N
1854,60,4/21/09,4,21,2009,N,5,0.68,41,68,Y,N,Y,NA,R,NA,NA,1398,N
1778,58,4/21/09,4,21,2009,N,9,0.681,41,70,Y,N,Y,NA,R,NA,NA,1306,Y
1196,39,9/14/08,9,14,2008,N,1,0.683,41,73,Y,N,Y,NA,R,NA,NA,NA,N
1465,47,11/1/08,11,1,2008,D,5,0.686,41,57,Y,N,Y,NA,R,NA,NA,1088,Y
2924,93,5/15/11,5,15,2011,N,3,0.688,41,73,Y,N,Y,NA,R,N,NA,2181,Y
2844,91,5/4/11,5,4,2011,N,3,0.689,41,72,Y,N,Y,NA,R,N,NA,2101,Y
2907,92,5/15/11,5,15,2011,N,4,0.69,41,67,Y,N,Y,NA,R,N,NA,2164,Y
1896,62,4/21/09,4,21,2009,N,7,0.691,41,77,Y,N,Y,NA,R,NA,NA,1361,N
2826,90,5/4/11,5,4,2011,N,3,0.692,41,66,Y,N,Y,NA,R,N,NA,2083,Y
2858,91,5/7/11,5,7,2011,N,9,0.696,41,76,Y,N,Y,NA,R,N,NA,2115,Y
2938,93,5/15/11,5,15,2011,N,5,0.697,41,65,Y,N,Y,NA,R,N,NA,2195,Y
2469,79,5/28/09,5,28,2009,N,T1,0.7,41,72,Y,N,Y,NA,R,NA,NA,1720,N
1584,52,11/8/08,11,8,2008,N,9,0.701,41,71,Y,N,Y,NA,TAN,NA,NA,NA,N
807,25,6/17/08,6,17,2008,N,9,0.702,41,60,Y,N,Y,NA,R,NA,NA,598,Y
2899,92,5/15/11,5,15,2011,N,4,0.702,41,68,Y,N,Y,NA,R,N,NA,2156,Y
1705,56,4/6/09,4,6,2009,N,7,0.705,41,67,Y,N,Y,NA,R,NA,NA,1233,Y
1918,62,4/22/09,4,22,2009,N,9,0.705,41,66,Y,N,Y,NA,R,NA,NA,NA,Y
374,12,5/31/08,5,31,2008,N,3,0.706,41,62,Y,N,Y,NA,R,NA,NA,200,N
803,25,6/17/08,6,17,2008,N,9,0.711,41,60,Y,N,Y,NA,R,NA,NA,594,Y
1015,32,8/16/08,8,16,2008,N,3,0.713,41,71,Y,N,Y,NA,R,NA,NA,NA,N
18,1,5/17/08,5,17,2008,N,9,0.714,41,75,Y,N,Y,NA,R,NA,NA,NA,N
2969,94,5/17/11,5,17,2011,N,7,0.716,41,80,Y,N,Y,NA,R,Y,NA,2226,N
3376,107,6/22/11,6,22,2011,N,3,0.717,41,63,Y,N,Y,NA,R,N,NA,2592,Y
2101,68,5/7/09,5,7,2009,N,9,0.717,41,66,Y,N,Y,NA,R,NA,NA,NA,Y
2865,91,5/7/11,5,7,2011,N,9,0.719,41,71,Y,N,Y,NA,R,N,NA,2122,Y
1037,33,9/6/08,9,6,2008,N,9,0.719,41,69,Y,N,Y,NA,R,NA,NA,NA,Y
2628,85,6/14/09,6,14,2009,N,4,0.72,41,71,Y,N,Y,NA,R,NA,NA,NA,N
1245,40,9/27/08,9,27,2008,N,9,0.723,41,68,Y,N,Y,NA,R,NA,NA,NA,N
410,13,6/1/08,6,1,2008,N,9,0.725,41,77,Y,N,Y,NA,R,NA,NA,213,N
2363,77,5/29/09,5,29,2009,N,3,0.726,41,63,Y,N,Y,NA,R,NA,NA,1699,Y
3023,96,5/20/11,5,20,2011,N,9,0.73,41,65,Y,N,Y,NA,R,N,NA,2280,Y
1111,35,9/9/08,9,9,2008,N,9,0.731,41,65,Y,N,Y,NA,L,NA,NA,NA,N
530,17,6/5/08,6,5,2008,N,4,0.735,41,74,Y,N,Y,NA,R,NA,NA,338,Y
1347,44,10/9/08,10,9,2008,N,4,0.735,41,77,Y,N,Y,NA,R,NA,NA,NA,N
1879,61,4/22/09,4,22,2009,N,3,0.735,41,76,Y,N,Y,NA,R,NA,NA,NA,N
1414,46,10/16/08,10,16,2008,N,7,0.737,41,59,Y,N,Y,NA,R,NA,NA,1024,Y
3000,95,5/18/11,5,18,2011,N,5,0.739,41,64,Y,N,Y,NA,R,N,NA,2257,Y
78,3,5/18/08,5,18,2008,N,9,0.739,41,68,Y,N,Y,NA,R,NA,NA,NA,N
2151,69,5/9/09,5,9,2009,N,5,0.741,41,72,Y,N,Y,NA,R,NA,NA,NA,N
2173,70,5/9/09,5,9,2009,N,9,0.743,41,66,Y,N,Y,NA,R,NA,NA,NA,Y
1256,40,9/28/08,9,28,2008,N,9,0.743,41,65,Y,N,Y,NA,R,NA,NA,NA,Y
1526,50,11/6/08,11,6,2008,N,7,0.744,41,43,Y,N,Y,NA,R,NA,NA,1152,Y
2187,70,5/9/09,5,9,2009,N,3,0.746,41,73,Y,N,Y,NA,L,NA,NA,NA,Y
2754,88,4/13/11,4,13,2011,N,3,0.752,41,74,Y,N,Y,NA,R,N,NA,2011,Y
3109,99,5/23/11,5,23,2011,N,3,0.752,41,77,Y,N,Y,NA,R,N,NA,2385,N
3096,98,5/23/11,5,23,2011,N,7,0.755,41,80,Y,N,Y,NA,R,N,NA,2372,N
212,7,5/27/08,5,27,2008,D,3,0.757,41,76,Y,N,Y,NA,R,NA,NA,56,N
3012,96,5/18/11,5,18,2011,N,9,0.761,41,78,Y,N,Y,NA,R,N,NA,2269,N
557,18,6/5/08,6,5,2008,N,7,0.763,41,73,Y,N,Y,NA,R,NA,NA,354,Y
1011,32,8/16/08,8,16,2008,N,9,0.764,41,75,Y,N,Y,NA,R,NA,NA,NA,N
2782,89,5/4/11,5,4,2011,N,5,0.766,41,68,Y,N,Y,NA,R,Y,RRYX,2039,Y
1769,58,4/21/09,4,21,2009,N,4,0.768,41,72,Y,N,Y,NA,R,NA,NA,1297,Y
2105,68,5/7/09,5,7,2009,N,9,0.768,41,76,Y,N,Y,NA,R,NA,NA,NA,N
2762,88,5/4/11,5,4,2011,N,7,0.769,41,72,Y,N,Y,NA,R,N,NA,2019,Y
2200,71,5/14/09,5,14,2009,N,9,0.77,41,67,Y,N,Y,NA,R,NA,NA,1528,Y
379,13,5/31/08,5,31,2008,N,4,0.773,41,65,Y,N,Y,NA,R,NA,NA,NA,Y
1446,47,10/28/08,10,28,2008,N,5,0.774,41,76,Y,N,Y,NA,R,NA,NA,1117,N
692,22,6/9/08,6,9,2008,N,3,0.776,41,80,Y,N,Y,NA,R,NA,NA,485,Y
2611,84,6/14/09,6,14,2009,N,5,0.778,41,64,Y,N,Y,NA,R,NA,NA,1859,Y
1581,52,11/8/08,11,8,2008,N,9,0.778,41,66,Y,N,Y,NA,R,NA,NA,NA,Y
3302,105,6/9/11,6,9,2011,N,4,0.779,41,76,Y,N,Y,NA,R,N,NA,2518,Y
3206,102,6/6/11,6,6,2011,D,T1,0.779,41,78,Y,N,Y,NA,R,N,NA,2422,N
2143,69,5/9/09,5,9,2009,N,7,0.78,41,60,Y,N,Y,NA,R,NA,NA,NA,Y
3300,105,6/9/11,6,9,2011,N,4,0.78,41,80,Y,N,Y,NA,R,N,NA,2516,N
2196,71,5/14/09,5,14,2009,N,9,0.781,41,69,Y,N,Y,NA,R,NA,NA,1524,Y
2602,84,6/12/09,6,12,2009,N,3,0.782,41,71,Y,N,Y,NA,R,NA,NA,NA,N
1904,62,4/21/09,4,21,2009,N,4,0.785,41,73,Y,N,Y,NA,R,NA,NA,1373,N
3083,98,5/20/11,5,20,2011,N,5,0.786,41,78,Y,N,Y,NA,R,N,NA,2359,N
2169,70,5/9/09,5,9,2009,N,9,0.789,41,75,Y,N,Y,NA,R,NA,NA,NA,Y
2679,86,7/2/09,7,2,2009,N,7,0.792,41,76,Y,N,Y,NA,R,NA,NA,NA,N
3236,103,6/9/11,6,9,2011,N,9,0.793,41,77,Y,N,Y,NA,R,Y,XRRX,2452,N
3228,102,6/9/11,6,9,2011,N,T2,0.794,41,76,Y,N,Y,NA,R,N,NA,2444,N
1420,46,10/16/08,10,16,2008,N,3,0.799,41,72,Y,N,Y,NA,R,NA,NA,1030,N
3242,103,6/9/11,6,9,2011,N,9,0.8,41,73,Y,N,Y,NA,R,N,NA,2458,Y
1024,32,8/16/08,8,16,2008,N,3,0.801,41,75,Y,N,Y,NA,R,NA,NA,NA,N
1440,47,10/28/08,10,28,2008,N,9,0.802,41,73,Y,N,Y,NA,R,NA,NA,1111,Y
2806,89,5/4/11,5,4,2011,N,4,0.804,41,72,Y,N,Y,NA,R,N,NA,2063,Y
3155,100,5/27/09,5,27,2009,N,T1,0.804,41,71,Y,N,Y,NA,R,N,NA,1618,Y
1808,59,4/21/09,4,21,2009,N,7,0.806,41,73,Y,N,Y,NA,R,NA,NA,1336,Y
2482,79,6/9/09,6,9,2009,N,T1,0.807,41,70,Y,N,Y,NA,R,NA,NA,1853,Y
2703,87,8/22/09,8,22,2009,N,3,0.807,41,81,Y,N,Y,NA,R,NA,NA,2000,N
2743,88,4/13/11,4,13,2011,N,7,0.808,41,80,Y,N,Y,NA,R,N,NA,2000,N
