line,page,dates,month,day,year,time,plot,mass,svl,tl,sex,gravid,group,clutch,color,recap,mark,id,damage
1373,44,10/9/08,10,9,2008,N,9,1.164,44,87,X,D,NG,NA,R,NA,NA,NA,N
1083,34,9/9/08,9,9,2008,N,7,1.171,44,82,X,D,NG,NA,BLOTCHY,NA,NA,NA,N
1441,47,10/28/08,10,28,2008,N,9,0.809,45,84,X,D,NG,NA,R,NA,NA,1112,N
1396,45,10/16/08,10,16,2008,N,5,0.943,45,58,X,D,NG,8,R,NA,NA,1006,Y
2698,87,8/22/09,8,22,2009,N,T1,0.968,45,88,X,D,NG,NA,R,NA,NA,1995,N
1381,45,10/9/08,10,9,2008,N,5,0.973,45,81,X,D,NG,NA,R,NA,NA,NA,N
1408,45,10/16/08,10,16,2008,N,5,1.008,45,80,X,D,NG,10,R,NA,NA,1018,Y
1230,40,9/14/08,9,14,2008,N,9,1.041,45,83,X,D,NG,NA,R,NA,NA,NA,N
1564,51,11/8/08,11,8,2008,N,7,1.069,45,66,X,D,NG,NA,R,NA,NA,NA,Y
1234,40,9/27/08,9,27,2008,N,4,1.088,45,82,X,D,NG,NA,R,NA,NA,NA,N
1038,33,9/6/08,9,6,2008,N,4,1.091,45,84,X,D,NG,NA,R,NA,NA,NA,N
1104,35,9/9/08,9,9,2008,N,9,1.13,45,83,X,D,NG,NA,R,NA,NA,NA,N
1433,46,10/16/08,10,16,2008,N,4,1.134,45,80,X,D,NG,7,R,NA,NA,1043,Y
1178,37,9/12/08,9,12,2008,N,7,1.153,45,82,X,D,NG,NA,R,NA,NA,NA,N
1384,45,10/9/08,10,9,2008,N,5,1.201,45,89,X,D,NG,NA,R,NA,NA,NA,N
1320,43,10/1/08,10,1,2008,N,7,1.222,45,82,X,D,NG,NA,R,NA,NA,NA,N
1604,52,11/8/08,11,8,2008,N,5,1.257,45,83,X,D,NG,8,R,NA,NA,NA,N
1322,43,10/1/08,10,1,2008,N,7,1.683,45,93,X,D,NG,NA,R,NA,NA,NA,Y
1240,40,9/27/08,9,27,2008,N,4,1.042,46,73,X,D,NG,NA,R,NA,NA,NA,N
2696,87,8/22/09,8,22,2009,N,T1,1.093,46,90,X,D,NG,NA,R,NA,NA,1993,N
1047,33,9/9/08,9,9,2008,N,5,1.106,46,82,X,D,NG,NA,R,NA,NA,NA,Y
2697,87,8/22/09,8,22,2009,N,T1,1.128,46,89,X,D,NG,NA,R,NA,NA,1994,N
1580,52,11/8/08,11,8,2008,N,9,1.142,46,87,X,D,NG,7,R,NA,NA,NA,N
1423,46,10/16/08,10,16,2008,N,9,1.146,46,75,X,D,NG,10,R,NA,NA,1033,Y
1639,53,11/15/08,11,15,2008,N,5,1.155,46,87,X,D,NG,NA,R,NA,NA,1174,N
2671,86,7/2/09,7,2,2009,N,3,1.221,46,79,X,D,NG,NA,R,NA,NA,NA,Y
1590,52,11/8/08,11,8,2008,N,3,1.29,46,86,X,D,NG,10,R,NA,NA,NA,N
1374,44,10/9/08,10,9,2008,N,9,1.31,46,90,X,D,NG,NA,R,NA,NA,NA,N
1451,47,10/28/08,10,28,2008,N,5,1.471,46,63,X,D,NG,12,R,NA,NA,1055,Y
1300,42,9/28/08,9,28,2008,N,5,1.297,47,77,X,D,NG,NA,R,NA,NA,NA,Y
1593,52,11/8/08,11,8,2008,N,3,1.397,47,90,X,D,NG,11,R,NA,NA,NA,N
1149,37,9/12/08,9,12,2008,N,8,1.492,47,88,X,D,NG,NA,R,NA,NA,NA,N
1254,40,9/28/08,9,28,2008,N,9,0.751,48,53,X,D,NG,NA,R,NA,NA,NA,Y
1053,33,9/9/08,9,9,2008,N,5,0.846,48,76,X,D,NG,NA,R,NA,NA,NA,N
1448,47,10/28/08,10,28,2008,N,3,0.904,48,80,X,D,NG,NA,R,NA,NA,1119,N
1411,46,10/16/08,10,16,2008,N,7,1.137,48,85,X,D,NG,12,R,NA,NA,1021,Y
1582,52,11/8/08,11,8,2008,N,9,1.138,48,81,X,D,NG,7,R,NA,NA,NA,N
1445,47,10/28/08,10,28,2008,N,4,1.232,48,87,X,D,NG,9,R,NA,NA,1116,Y
1250,40,9/27/08,9,27,2008,N,3,1.315,48,85,X,D,NG,NA,R,NA,NA,NA,N
1438,46,10/16/08,10,16,2008,N,4,1.387,48,77,X,D,NG,11,R,NA,NA,1048,Y
1613,53,11/8/08,11,8,2008,N,4,1.396,48,85,X,D,NG,8,R,NA,NA,NA,N
1559,51,11/8/08,11,8,2008,N,9,1.419,48,89,X,D,NG,NA,R,NA,NA,NA,Y
1606,52,11/8/08,11,8,2008,N,5,1.437,48,88,X,D,NG,8,R,NA,NA,NA,N
1200,39,9/14/08,9,14,2008,N,1,1.442,48,94,X,D,NG,NA,L,NA,NA,NA,Y
1152,37,9/12/08,9,12,2008,N,8,1.189,49,87,X,D,NG,NA,R,NA,NA,NA,N
1477,48,11/1/08,11,1,2008,D,Off,1.232,49,90,X,D,NG,9,R,NA,NA,1089,N
1253,40,9/28/08,9,28,2008,N,9,1.321,49,84,X,D,NG,NA,R,NA,NA,NA,Y
1447,47,10/28/08,10,28,2008,N,3,1.468,49,88,X,D,NG,10,R,NA,NA,1118,N
1103,35,9/9/08,9,9,2008,N,9,1.111,50,84,X,D,NG,NA,R,NA,NA,NA,N
1627,53,11/15/08,11,15,2008,N,5,1.627,50,92,X,D,NG,8,R,NA,NA,1162,N
1548,51,11/8/08,11,8,2008,N,5,1.531,52,96,X,D,NG,NA,R,NA,NA,NA,N
1556,51,11/8/08,11,8,2008,N,9,1.598,52,91,X,D,NG,NA,R,NA,NA,NA,N
1194,39,9/14/08,9,14,2008,N,1,1.929,54,102,X,D,NG,NA,R,NA,NA,NA,Y
1241,40,9/27/08,9,27,2008,N,9,0.904,NA,86,X,D,NG,NA,R,NA,NA,NA,N
3205,102,6/6/11,6,6,2011,D,T1,0.602,36,63,X,N,NG,NA,R,N,NA,2421,N
1267,41,9/27/08,9,27,2008,N,5,0.667,36,71,X,N,NG,NA,R,NA,NA,NA,N
864,27,6/20/08,6,20,2008,N,5,0.729,36,66,X,N,NG,NA,R,NA,NA,654,Y
1285,41,9/28/08,9,28,2008,N,4,0.904,36,78,X,N,NG,NA,R,NA,NA,NA,N
1843,60,4/21/09,4,21,2009,N,5,0.505,37,64,X,N,NG,NA,R,NA,NA,1387,N
2867,91,5/7/11,5,7,2011,N,9,0.594,37,61,X,N,NG,NA,R,N,NA,2124,Y
2848,91,5/7/11,5,7,2011,N,9,0.632,37,65,X,N,NG,NA,R,N,NA,2105,N
470,15,6/4/08,6,4,2008,N,7,0.632,37,66,X,N,NG,NA,R,NA,NA,269,N
768,24,6/16/08,6,16,2008,N,9,0.638,37,63,X,N,NG,NA,R,NA,NA,559,Y
849,27,6/17/08,6,17,2008,N,4,0.651,37,67,X,N,NG,NA,R,NA,NA,639,Y
715,23,6/11/08,6,11,2008,N,5,0.654,37,70,X,N,NG,NA,R,NA,NA,506,N
877,28,6/20/08,6,20,2008,N,7,0.658,37,62,X,N,NG,NA,R,NA,NA,667,Y
855,27,6/17/08,6,17,2008,N,3,0.659,37,60,X,N,NG,NA,R,NA,NA,645,N
2513,81,6/9/09,6,9,2009,N,9,0.666,37,67,X,N,NG,NA,R,NA,NA,1823,N
1586,52,11/8/08,11,8,2008,N,9,0.697,37,71,X,N,NG,NA,R,NA,NA,NA,N
1340,43,10/9/08,10,9,2008,N,3,0.721,37,74,X,N,NG,NA,R,NA,NA,NA,N
1470,47,11/1/08,11,1,2008,D,4,0.723,37,65,X,N,NG,NA,R,NA,NA,1104,N
567,18,6/5/08,6,5,2008,N,5,0.75,37,75,X,N,NG,NA,R,NA,NA,364,Y
230,8,5/27/08,5,27,2008,N,3,0.767,37,73,X,N,NG,NA,R,NA,NA,73,N
883,28,6/20/08,6,20,2008,N,9,0.795,37,74,X,N,NG,NA,R,NA,NA,673,N
597,19,6/5/08,6,5,2008,N,3,0.797,37,65,X,N,NG,NA,R,NA,NA,394,Y
882,28,6/20/08,6,20,2008,N,9,0.829,37,66,X,N,NG,NA,R,NA,NA,672,Y
484,16,6/4/08,6,4,2008,N,9,0.829,37,67,X,N,NG,NA,R,NA,NA,282,Y
681,22,6/7/08,6,7,2008,N,5,0.84,37,64,X,N,NG,NA,R,NA,NA,474,Y
478,16,6/4/08,6,4,2008,N,9,0.842,37,65,X,N,NG,NA,R,NA,NA,277,Y
791,25,6/16/08,6,16,2008,N,4,0.85,37,70,X,N,NG,NA,R,NA,NA,582,Y
876,28,6/20/08,6,20,2008,N,7,0.962,37,72,X,N,NG,NA,R,NA,NA,666,N
727,23,6/15/08,6,15,2008,N,5,1.038,37,90,X,N,NG,NA,R,NA,NA,524,N
2142,69,5/9/09,5,9,2009,N,7,0.469,38,43,X,N,NG,NA,R,NA,NA,NA,Y
1059,33,9/9/08,9,9,2008,N,3,0.503,38,71,X,N,NG,NA,R,NA,NA,NA,N
1388,45,10/9/08,10,9,2008,N,5,0.552,38,69,X,N,NG,NA,R,NA,NA,NA,N
2691,87,8/22/09,8,22,2009,N,5,0.554,38,70,X,N,NG,NA,R,NA,NA,1988,N
1847,60,4/21/09,4,21,2009,N,5,0.558,38,70,X,N,NG,NA,R,NA,NA,1391,N
2284,73,5/27/09,5,27,2009,N,7,0.562,38,70,X,N,NG,NA,R,NA,NA,1639,Y
1798,58,4/21/09,4,21,2009,N,9,0.564,38,59,X,N,NG,NA,R,NA,NA,1326,Y
1978,64,5/5/09,5,5,2009,N,5,0.568,38,68,X,N,NG,NA,R,NA,NA,1424,N
2699,87,8/22/09,8,22,2009,N,9,0.575,38,70,X,N,NG,NA,R,NA,NA,1996,N
2821,90,5/4/11,5,4,2011,N,4,0.584,38,62,X,N,NG,NA,R,N,NA,2078,Y
3137,99,5/23/11,5,23,2011,N,5,0.587,38,70,X,N,NG,NA,R,N,NA,2413,N
2636,85,6/14/09,6,14,2009,N,4,0.588,38,69,X,N,NG,NA,R,NA,NA,NA,Y
968,30,7/18/08,7,18,2008,N,3,0.612,38,66,X,N,NG,NA,R,NA,NA,758,N
1055,33,9/9/08,9,9,2008,N,3,0.613,38,73,X,N,NG,NA,R,NA,NA,NA,N
2905,92,5/15/11,5,15,2011,N,4,0.618,38,66,X,N,NG,NA,R,N,NA,2162,N
63,2,5/17/08,5,17,2008,D,5,0.618,38,73,X,N,NG,NA,R,NA,NA,NA,N
2087,67,5/7/09,5,7,2009,N,4,0.62,38,65,X,N,NG,NA,R,NA,NA,NA,N
3017,96,5/20/11,5,20,2011,N,9,0.628,38,72,X,N,NG,NA,R,N,NA,2274,Y
1502,49,11/6/08,11,6,2008,N,4,0.634,38,73,X,N,NG,NA,R,NA,NA,1084,N
3324,105,6/9/11,6,9,2011,N,5,0.639,38,71,X,N,NG,NA,R,N,NA,2540,Y
1181,38,9/12/08,9,12,2008,N,3,0.639,38,69,X,N,NG,NA,R,NA,NA,NA,N
3239,103,6/9/11,6,9,2011,N,9,0.64,38,72,X,N,NG,NA,R,Y,OOOX,2455,N
3064,97,5/20/11,5,20,2011,N,4,0.643,38,32,X,N,NG,NA,R,N,NA,2340,Y
3181,101,6/23/09,6,23,2009,N,5,0.643,38,70,X,N,NG,NA,R,N,NA,1926,N
2839,90,5/4/11,5,4,2011,N,5,0.647,38,67,X,N,NG,NA,R,N,NA,2096,Y
706,22,6/10/08,6,10,2008,N,7,0.652,38,63,X,N,NG,NA,R,NA,NA,498,Y
3178,101,6/23/09,6,23,2009,N,5,0.653,38,69,X,N,NG,NA,R,N,NA,1923,N
1691,55,11/15/08,11,15,2008,N,7,0.654,38,67,X,N,NG,NA,R,NA,NA,1219,Y
2931,93,5/15/11,5,15,2011,N,3,0.655,38,71,X,N,NG,NA,R,N,NA,2188,N
3200,102,5/23/11,5,23,2011,N,5,0.656,38,72,X,N,NG,NA,R,N,NA,2416,N
1291,42,9/28/08,9,28,2008,N,9,0.656,38,70,X,N,NG,NA,R,NA,NA,NA,N
2980,95,5/17/11,5,17,2011,N,5,0.663,38,72,X,N,NG,NA,R,N,NA,2237,Y
508,16,6/4/08,6,4,2008,N,3,0.664,38,75,X,N,NG,NA,R,NA,NA,316,N
3045,97,5/20/11,5,20,2011,N,3,0.665,38,75,X,N,NG,NA,R,N,NA,2321,N
3187,101,6/23/09,6,23,2009,N,5,0.666,38,68,X,N,NG,NA,R,N,NA,1932,N
858,27,6/17/08,6,17,2008,N,3,0.671,38,55,X,N,NG,NA,R,NA,NA,648,Y
1997,65,5/5/09,5,5,2009,N,3,0.673,38,71,X,N,NG,NA,R,NA,NA,1443,N
1662,54,11/15/08,11,15,2008,N,9,0.677,38,63,X,N,NG,NA,R,NA,NA,1190,Y
1518,50,11/6/08,11,6,2008,N,9,0.681,38,65,X,N,NG,NA,R,NA,NA,1095,Y
542,17,6/5/08,6,5,2008,N,7,0.683,38,73,X,N,NG,NA,R,NA,NA,350,N
2520,81,6/9/09,6,9,2009,N,5,0.683,38,65,X,N,NG,NA,R,NA,NA,1828,N
1579,52,11/8/08,11,8,2008,N,9,0.688,38,71,X,N,NG,NA,R,NA,NA,NA,N
3299,105,6/9/11,6,9,2011,N,4,0.689,38,71,X,N,NG,NA,R,N,NA,2515,N
1677,55,11/15/08,11,15,2008,N,3,0.692,38,61,X,N,NG,NA,R,NA,NA,1205,Y
1301,42,9/28/08,9,28,2008,N,5,0.694,38,72,X,N,NG,NA,R,NA,NA,NA,N
2110,68,5/7/09,5,7,2009,N,3,0.697,38,76,X,N,NG,NA,R,NA,NA,NA,N
3256,103,6/9/11,6,9,2011,N,7,0.701,38,67,X,N,NG,NA,R,N,NA,2472,Y
413,14,6/1/08,6,1,2008,D,3,0.711,38,77,X,N,NG,NA,R,NA,NA,216,N
845,27,6/17/08,6,17,2008,N,4,0.712,38,57,X,N,NG,NA,R,NA,NA,636,Y
49,2,5/17/08,5,17,2008,D,3,0.712,38,73,X,N,NG,NA,R,NA,NA,NA,N
3196,101,7/24/09,7,24,2009,N,T1,0.715,38,73,X,N,NG,NA,R,N,NA,1982,N
1338,43,10/9/08,10,9,2008,N,3,0.716,38,73,X,N,NG,NA,R,NA,NA,NA,N
951,30,7/18/08,7,18,2008,N,4,0.719,38,76,X,N,NG,NA,R,NA,NA,741,N
390,13,5/31/08,5,31,2008,N,4,0.725,38,73,X,N,NG,NA,R,NA,NA,NA,N
1082,34,9/9/08,9,9,2008,N,7,0.727,38,72,X,N,NG,NA,R,NA,NA,NA,N
2877,92,5/7/11,5,7,2011,N,3,0.729,38,71,X,N,NG,NA,R,N,NA,2134,N
2895,92,5/7/11,5,7,2011,N,7,0.731,38,74,X,N,NG,NA,R,Y,XORO,2152,N
391,13,5/31/08,5,31,2008,N,4,0.735,38,67,X,N,NG,NA,R,NA,NA,NA,Y
3362,106,6/9/11,6,9,2011,N,5,0.736,38,73,X,N,NG,NA,R,N,NA,2578,N
2464,79,5/28/09,5,28,2009,N,T1,0.739,38,77,X,N,NG,NA,R,NA,NA,1715,N
3373,107,6/22/11,6,22,2011,N,4,0.743,38,75,X,N,NG,NA,R,N,NA,2589,N
2534,82,6/23/09,6,23,2009,N,4,0.747,38,71,X,N,NG,NA,R,NA,NA,1895,N
2047,66,5/7/09,5,7,2009,N,4,0.749,38,73,X,N,NG,NA,R,NA,NA,1521,Y
3309,105,6/9/11,6,9,2011,N,9,0.749,38,76,X,N,NG,NA,R,N,NA,2525,N
772,24,6/16/08,6,16,2008,N,9,0.75,38,75,X,N,NG,NA,R,NA,NA,563,N
552,18,6/4/08,6,4,2008,N,7,0.751,38,65,X,N,NG,NA,R,NA,NA,307,Y
769,24,6/16/08,6,16,2008,N,9,0.761,38,71,X,N,NG,NA,R,NA,NA,560,N
754,24,6/15/08,6,15,2008,N,3,0.765,38,63,X,N,NG,NA,R,NA,NA,545,Y
2760,88,5/4/11,5,4,2011,N,7,0.786,38,72,X,N,NG,NA,R,Y,RYGR/Y,2017,N
1455,47,10/28/08,10,28,2008,N,7,0.789,38,78,X,N,NG,NA,R,NA,NA,1075,N
2090,67,5/7/09,5,7,2009,N,4,0.8,38,79,X,N,NG,NA,R,NA,NA,NA,N
598,19,6/5/08,6,5,2008,N,3,0.802,38,70,X,N,NG,NA,R,NA,NA,395,Y
1273,41,9/27/08,9,27,2008,N,5,0.808,38,79,X,N,NG,NA,R,NA,NA,NA,N
572,18,6/5/08,6,5,2008,N,5,0.837,38,78,X,N,NG,NA,R,NA,NA,369,N
535,17,6/5/08,6,5,2008,N,4,0.843,38,70,X,N,NG,NA,R,NA,NA,343,Y
1096,34,9/9/08,9,9,2008,N,4,0.862,38,67,X,N,NG,NA,R,NA,NA,NA,Y
2987,95,5/17/11,5,17,2011,N,9,0.87,38,72,X,N,NG,NA,R,Y,ORXX,2244,N
602,19,6/5/08,6,5,2008,N,3,0.886,38,70,X,N,NG,NA,R,NA,NA,399,N
761,24,6/15/08,6,15,2008,N,4,0.926,38,70,X,N,NG,NA,R,NA,NA,552,Y
1916,62,4/22/09,4,22,2009,N,9,0.387,39,51,X,N,NG,NA,R,NA,NA,NA,N
2201,71,5/14/09,5,14,2009,N,9,0.402,39,61,X,N,NG,NA,R,NA,NA,1529,N
1921,62,4/22/09,4,22,2009,N,9,0.427,39,56,X,N,NG,NA,R,NA,NA,NA,Y
909,29,6/23/08,6,23,2008,N,7,0.433,39,53,X,N,NG,NA,R,NA,NA,699,Y
2767,88,5/4/11,5,4,2011,N,7,0.466,39,45,X,N,NG,NA,R,N,NA,2024,Y
2972,94,5/17/11,5,17,2011,N,7,0.475,39,49,X,N,NG,NA,R,N,NA,2229,Y
1908,62,4/22/09,4,22,2009,N,9,0.486,39,62,X,N,NG,NA,R,NA,NA,NA,N
1962,64,4/22/09,4,22,2009,N,4,0.491,39,49,X,N,NG,NA,R,NA,NA,NA,Y
878,28,6/20/08,6,20,2008,N,9,0.53,39,57,X,N,NG,NA,R,NA,NA,668,N
1480,49,11/1/08,11,1,2008,D,3,0.54,39,61,X,N,NG,NA,R,NA,NA,1100,N
2104,68,5/7/09,5,7,2009,N,9,0.555,39,62,X,N,NG,NA,R,NA,NA,NA,Y
1117,36,9/9/08,9,9,2008,N,4,0.565,39,68,X,N,NG,NA,R,NA,NA,NA,N
2932,93,5/15/11,5,15,2011,N,5,0.575,39,70,X,N,NG,NA,R,N,NA,2189,Y
686,22,6/7/08,6,7,2008,N,9,0.577,39,66,X,N,NG,NA,L,NA,NA,479,N
2526,82,6/9/09,6,9,2009,N,5,0.578,39,44,X,N,NG,NA,R,NA,NA,1834,Y
731,23,6/15/08,6,15,2008,N,5,0.588,39,54,X,N,NG,NA,R,NA,NA,528,Y
139,5,5/21/08,5,21,2008,N,5,0.597,39,72,X,N,NG,NA,R,NA,NA,NA,N
1109,35,9/9/08,9,9,2008,N,9,0.604,39,75,X,N,NG,NA,R,NA,NA,NA,N
2663,86,7/2/09,7,2,2009,N,5,0.607,39,70,X,N,NG,NA,R,NA,NA,NA,Y
1909,62,4/22/09,4,22,2009,N,9,0.613,39,71,X,N,NG,NA,R,NA,NA,NA,N
3158,100,5/27/09,5,27,2009,N,T1,0.621,39,73,X,N,NG,NA,R,N,NA,1621,N
1878,61,4/22/09,4,22,2009,N,3,0.626,39,73,X,N,NG,NA,R,NA,NA,NA,N
1249,40,9/27/08,9,27,2008,N,3,0.627,39,67,X,N,NG,NA,R,NA,NA,NA,N
47,2,5/17/08,5,17,2008,D,3,0.629,39,72,X,N,NG,NA,R,NA,NA,NA,N
1951,63,4/22/09,4,22,2009,N,7,0.638,39,76,X,N,NG,NA,R,NA,NA,NA,N
113,4,5/21/08,5,21,2008,N,4,0.638,39,71,X,N,NG,NA,R,NA,NA,NA,N
2532,82,6/9/09,6,9,2009,N,5,0.639,39,71,X,N,NG,NA,R,NA,NA,1840,N
1716,56,4/21/09,4,21,2009,N,3,0.641,39,64,X,N,NG,NA,R,NA,NA,1244,Y
2199,71,5/14/09,5,14,2009,N,9,0.647,39,73,X,N,NG,NA,R,NA,NA,1527,N
420,14,6/1/08,6,1,2008,D,3,0.648,39,70,X,N,NG,NA,R,NA,NA,223,N
646,21,6/6/08,6,6,2008,N,3,0.652,39,47,X,N,NG,NA,R,NA,NA,441,Y
1544,51,11/8/08,11,8,2008,N,5,0.656,39,69,X,N,NG,NA,R,NA,NA,NA,N
1247,40,9/27/08,9,27,2008,N,9,0.656,39,66,X,N,NG,NA,R,NA,NA,NA,N
3237,103,6/9/11,6,9,2011,N,9,0.657,39,73,X,N,NG,NA,R,N,NA,2453,N
2729,87,10/24/09,10,24,2009,N,T,0.66,39,75,X,N,NG,NA,R,NA,NA,2026,N
2857,91,5/7/11,5,7,2011,N,9,0.661,39,73,X,N,NG,NA,R,N,NA,2114,N
3364,107,6/22/11,6,22,2011,N,9,0.663,39,64,X,N,NG,NA,R,N,NA,2580,Y
2930,93,5/15/11,5,15,2011,N,3,0.665,39,71,X,N,NG,NA,L,N,NA,2187,Y
2051,66,5/5/09,5,5,2009,N,9,0.666,39,65,X,N,NG,NA,R,NA,NA,NA,Y
2753,88,4/13/11,4,13,2011,N,3,0.669,39,74,X,N,NG,NA,R,N,NA,2010,N
2287,73,5/27/09,5,27,2009,N,9,0.67,39,68,X,N,NG,NA,R,NA,NA,1642,Y
2738,87,10/24/09,10,24,2009,N,T,0.671,39,68,X,N,NG,NA,R,NA,NA,2035,Y
2081,67,5/7/09,5,7,2009,N,7,0.671,39,72,X,N,NG,NA,R,NA,NA,1493,Y
196,7,5/22/08,5,22,2008,D,3,0.679,39,70,X,N,NG,NA,R,NA,NA,41,N
2701,87,8/22/09,8,22,2009,N,9,0.681,39,72,X,N,NG,NA,R,NA,NA,1998,N
2354,75,5/29/09,5,29,2009,N,7,0.684,39,64,X,N,NG,NA,R,NA,NA,1795,Y
3019,96,5/20/11,5,20,2011,N,9,0.69,39,72,X,N,NG,NA,R,N,NA,2276,N
687,22,6/7/08,6,7,2008,N,9,0.698,39,70,X,N,NG,NA,R,NA,NA,480,Y
160,6,5/21/08,5,21,2008,N,3,0.698,39,74,X,N,NG,NA,R,NA,NA,NA,N
2871,91,5/7/11,5,7,2011,N,5,0.7,39,73,X,N,NG,NA,R,N,NA,2128,Y
2078,67,5/7/09,5,7,2009,N,7,0.705,39,71,X,N,NG,NA,R,NA,NA,1490,N
3130,99,5/23/11,5,23,2011,N,4,0.707,39,78,X,N,NG,NA,R,N,NA,2406,N
551,18,6/4/08,6,4,2008,N,7,0.71,39,72,X,N,NG,NA,R,NA,NA,306,Y
1692,55,11/15/08,11,15,2008,N,7,0.71,39,74,X,N,NG,NA,R,NA,NA,1220,N
737,23,6/15/08,6,15,2008,N,9,0.713,39,54,X,N,NG,NA,R,NA,NA,534,Y
140,5,5/21/08,5,21,2008,N,5,0.715,39,72,X,N,NG,NA,R,NA,NA,NA,N
1594,52,11/8/08,11,8,2008,N,3,0.719,39,70,X,N,NG,NA,R,NA,NA,NA,N
389,13,5/31/08,5,31,2008,N,4,0.726,39,78,X,N,NG,NA,R,NA,NA,NA,N
3071,97,5/20/11,5,20,2011,N,5,0.728,39,74,X,N,NG,NA,R,Y,XGRR,2347,N
444,14,6/4/08,6,4,2008,N,4,0.731,39,71,X,N,NG,NA,R,NA,NA,245,N
830,26,6/17/08,6,17,2008,N,5,0.734,39,70,X,N,NG,NA,R,NA,NA,621,N
1052,33,9/9/08,9,9,2008,N,5,0.736,39,70,X,N,NG,NA,R,NA,NA,NA,N
620,20,6/6/08,6,6,2008,D,3,0.741,39,69,X,N,NG,NA,R,NA,NA,415,N
3160,100,5/27/09,5,27,2009,N,T1,0.746,39,67,X,N,NG,NA,R,N,NA,1623,Y
2841,90,5/4/11,5,4,2011,N,5,0.747,39,71,X,N,NG,NA,R,N,NA,2098,N
3244,103,6/9/11,6,9,2011,N,9,0.75,39,67,X,N,NG,NA,R,N,NA,2460,Y
3171,100,5/28/09,5,28,2009,N,T1,0.756,39,75,X,N,NG,NA,R,N,NA,1706,N
3218,102,6/9/11,6,9,2011,N,T1,0.762,39,78,X,N,NG,NA,R,N,NA,2434,Y
3044,97,5/20/11,5,20,2011,N,3,0.768,39,74,X,N,NG,NA,R,N,NA,2320,N
1464,47,11/1/08,11,1,2008,D,5,0.768,39,74,X,N,NG,NA,R,NA,NA,1069,N
1084,34,9/9/08,9,9,2008,N,7,0.769,39,75,X,N,NG,NA,R,NA,NA,NA,N
130,5,5/21/08,5,21,2008,N,5,0.771,39,71,X,N,NG,NA,R,NA,NA,NA,N
3312,105,6/9/11,6,9,2011,N,9,0.778,39,59,X,N,NG,NA,R,N,NA,2528,Y
2959,94,5/15/11,5,15,2011,N,T2,0.781,39,72,X,N,NG,NA,R,N,NA,2216,N
3201,102,5/23/11,5,23,2011,N,5,0.786,39,73,X,N,NG,NA,R,N,NA,2417,N
2965,94,5/17/11,5,17,2011,N,3,0.79,39,70,X,N,NG,NA,R,N,NA,2222,Y
3372,107,6/22/11,6,22,2011,N,4,0.797,39,73,X,N,NG,NA,R,N,NA,2588,N
3345,106,6/9/11,6,9,2011,N,5,0.797,39,76,X,N,NG,NA,R,N,NA,2561,N
2976,95,5/17/11,5,17,2011,N,5,0.807,39,78,X,N,NG,NA,R,N,NA,2233,N
3134,99,5/23/11,5,23,2011,N,5,0.819,39,69,X,N,NG,NA,R,Y,RYYX,2410,N
2527,82,6/9/09,6,9,2009,N,5,0.834,39,76,X,N,NG,NA,R,NA,NA,1835,N
634,20,6/6/08,6,6,2008,D,5,0.837,39,64,X,N,NG,NA,R,NA,NA,429,N
1542,51,11/8/08,11,8,2008,N,5,0.843,39,74,X,N,NG,NA,R,NA,NA,NA,N
805,25,6/17/08,6,17,2008,N,9,0.866,39,79,X,N,NG,NA,R,NA,NA,596,N
2979,95,5/17/11,5,17,2011,N,5,0.871,39,78,X,N,NG,NA,R,N,NA,2236,N
665,21,6/6/08,6,6,2008,N,7,0.872,39,68,X,N,NG,NA,R,NA,NA,458,Y
887,28,6/20/08,6,20,2008,N,4,0.872,39,78,X,N,NG,NA,R,NA,NA,677,N
770,24,6/16/08,6,16,2008,N,9,0.924,39,68,X,N,NG,NA,R,NA,NA,561,N
2970,94,5/17/11,5,17,2011,N,7,0.513,40,59,X,N,NG,NA,R,N,NA,2227,Y
2459,79,5/28/09,5,28,2009,N,T1,0.55,40,53,X,N,NG,NA,R,NA,NA,1710,Y
2936,93,5/15/11,5,15,2011,N,5,0.586,40,54,X,N,NG,NA,R,N,NA,2193,Y
1069,34,9/9/08,9,9,2008,N,7,0.623,40,75,X,N,NG,NA,R,NA,NA,NA,N
981,31,7/31/08,7,31,2008,N,4,0.626,40,71,X,N,NG,NA,R,NA,NA,771,N
1508,49,11/6/08,11,6,2008,N,5,0.626,40,77,X,N,NG,NA,R,NA,NA,1090,N
529,17,6/5/08,6,5,2008,N,4,0.638,40,77,X,N,NG,NA,R,NA,NA,337,N
2842,91,5/4/11,5,4,2011,N,3,0.641,40,56,X,N,NG,NA,R,N,NA,2099,Y
1792,58,4/21/09,4,21,2009,N,4,0.641,40,76,X,N,NG,NA,R,NA,NA,1320,N
1925,62,4/22/09,4,22,2009,N,9,0.648,40,62,X,N,NG,NA,R,NA,NA,NA,Y
1547,51,11/8/08,11,8,2008,N,5,0.65,40,71,X,N,NG,NA,R,NA,NA,NA,N
1130,36,9/9/08,9,9,2008,N,4,0.652,40,76,X,N,NG,NA,R,NA,NA,NA,N
3147,100,5/14/09,5,14,2009,N,T1,0.654,40,69,X,N,NG,NA,R,N,NA,1593,Y
1355,44,10/9/08,10,9,2008,N,4,0.656,40,72,X,N,NG,NA,R,NA,NA,NA,N
129,5,5/21/08,5,21,2008,N,5,0.659,40,70,X,N,NG,NA,R,NA,NA,NA,N
